|substance_id|substance_name                                                                                                                                                                                                                                                                                                                                                                                                                              |num_allergic_patients|num_medications_containing|
|9,822       |Pulpa Dentis Suis D10, Pulpa Dentis Suis D200, Pulpa Dentis Suis D30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |0                    |1                         |
|9,823       |Sulfur Dil. D 8, Pulsatilla Pratensis Dil. D6, Cortisonum Aceticum D18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |0                    |1                         |
|9,824       |Kalium Bichromicum Dil. D8, Pulsatilla Pratensis Dil. D6, Hydrargyrum Sulfuratum Rubrum Dil. D6, Calcium Carbonicum Hahnemanni Dil. D12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |0                    |1                         |
|9,825       |Pulsatilla Pratensis Dil. D1000, Pulsatilla Pratensis Dil. D12, Pulsatilla Pratensis Dil. D200, Pulsatilla Pratensis Dil. D30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |0                    |1                         |
|9,826       |Belladonna Trit. D3, Bismutum Subnitricum Trit. D5, Chamomilla Trit. D3, Antimonit Trit. D3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |0                    |1                         |
|9,827       |Neomycin Sulfate, Catalase                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |0                    |1                         |
|9,828       |Arnica Montana D6, Crataegus D1, Digitalis Purpurea D12, Kalium Carbonicum D6, Convallaria Majalis D12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |0                    |1                         |
|9,829       |Follitropin Beta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |0                    |8                         |
|9,830       |Algeldrate, Betula Verrucosa Pollen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |0                    |2                         |
|9,831       |Phleum Pratense Pollen, Poa Pratensis Pollen, Lolium Perenne Pollen, Secale Cereale Pollen, Alnus Glutinosa Pollen, Arrhenatherum Elatius Pollen, Holcus Lanatus Pollen, Anthoxanthum Odoratum Pollen, Agrostis Stolonifera Pollen, Dactylis Glomerata Pollen, Festuca Rubra Pollen, Betula Verrucosa Pollen, Corylus Avellana Pollen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |0                    |1                         |
|9,832       |Phleum Pratense Pollen, Poa Pratensis Pollen, Lolium Perenne Pollen, Secale Cereale Pollen, Arrhenatherum Elatius Pollen, Holcus Lanatus Pollen, Anthoxanthum Odoratum Pollen, Agrostis Stolonifera Pollen, Dactylis Glomerata Pollen, Festuca Rubra Pollen, Betula Verrucosa Pollen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |0                    |1                         |
|9,833       |Betula Pendula Pollen Extract, Algeldrate, Alnus Glutinosa Pollen Extract, Corylus Avellana Pollen Extract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |0                    |2                         |
|9,834       |Phleum Pratense Pollen Extract, Arrhenatherum Elatius Pollen, Agrostis Stolonifera Pollen, Festuca Rubra Pollen, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereale Pollen Extract, Anthoxanthum Odoratum Pollen Extract, Dactylis Glomerata Pollen Extract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |0                    |2                         |
|9,835       |Phleum Pratense Pollen Extract, Algeldrate, Arrhenatherum Elatius Pollen, Agrostis Stolonifera Pollen, Festuca Rubra Pollen, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereale Pollen Extract, Anthoxanthum Odoratum Pollen Extract, Dactylis Glomerata Pollen Extract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |0                    |2                         |
|9,836       |Phleum Pratense Pollen Extract, Betula Pendula Pollen Extract, Algeldrate, Arrhenatherum Elatius Pollen, Agrostis Stolonifera Pollen, Festuca Rubra Pollen, Alnus Glutinosa Pollen Extract, Corylus Avellana Pollen Extract, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereale Pollen Extract, Anthoxanthum Odoratum Pollen Extract, Dactylis Glomerata Pollen Extract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |0                    |2                         |
|9,837       |Phleum Pratense Pollen Extract, Algeldrate, Arrhenatherum Elatius Pollen, Agrostis Stolonifera Pollen, Festuca Rubra Pollen, Betula Verrucosa Pollen, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereale Pollen Extract, Anthoxanthum Odoratum Pollen Extract, Dactylis Glomerata Pollen Extract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |0                    |1                         |
|9,838       |Phleum Pratense Pollen Extract, Betula Pendula Pollen Extract, Algeldrate, Arrhenatherum Elatius Pollen, Agrostis Stolonifera Pollen, Festuca Rubra Pollen, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereale Pollen Extract, Anthoxanthum Odoratum Pollen Extract, Dactylis Glomerata Pollen Extract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |0                    |1                         |
|9,839       |Phleum Pratense Pollen Extract, Algeldrate, Arrhenatherum Elatius Pollen, Agrostis Stolonifera Pollen, Festuca Rubra Pollen, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereale Pollen Extract, Anthoxanthum Odoratum Pollen Extract, Triticum Aestivum Pollen Extract, Dactylis Glomerata Pollen Extract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |0                    |2                         |
|9,840       |Povidone, Iodinated, Isopropyl Alcohol Ph. Eur.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |0                    |1                         |
|9,841       |Sennosides                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |0                    |14                        |
|9,842       |Piflufolastat (18f)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |0                    |3                         |
|9,843       |Tetracycline Hydrochloride, Metronidazole Benzoate, Tripotassium Dicitratobismuthate                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |0                    |1                         |
|9,844       |Tetracycline Hydrochloride, Metronidazole, Bismuth Subcitrate Potassium                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |0                    |12                        |
|9,845       |Zinc Oxide, Pyolysin-Culture Filtrate, Salicylic Acid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |0                    |1                         |
